-1.000000000000000000e+02	0.000000000000000000e+00
-9.800000000000000000e+01	0.000000000000000000e+00
-9.600000000000000000e+01	0.000000000000000000e+00
-9.400000000000000000e+01	0.000000000000000000e+00
-9.200000000000000000e+01	0.000000000000000000e+00
-9.000000000000000000e+01	0.000000000000000000e+00
-8.800000000000000000e+01	0.000000000000000000e+00
-8.600000000000000000e+01	0.000000000000000000e+00
-8.400000000000000000e+01	0.000000000000000000e+00
-8.200000000000000000e+01	0.000000000000000000e+00
-8.000000000000000000e+01	0.000000000000000000e+00
-7.800000000000000000e+01	0.000000000000000000e+00
-7.600000000000000000e+01	0.000000000000000000e+00
-7.400000000000000000e+01	0.000000000000000000e+00
-7.200000000000000000e+01	0.000000000000000000e+00
-7.000000000000000000e+01	0.000000000000000000e+00
-6.800000000000000000e+01	0.000000000000000000e+00
-6.600000000000000000e+01	0.000000000000000000e+00
-6.400000000000000000e+01	0.000000000000000000e+00
-6.200000000000000000e+01	0.000000000000000000e+00
-6.000000000000000000e+01	0.000000000000000000e+00
-5.800000000000000000e+01	0.000000000000000000e+00
-5.600000000000000000e+01	0.000000000000000000e+00
-5.400000000000000000e+01	0.000000000000000000e+00
-5.200000000000000000e+01	9.999999999999999547e-08
-5.000000000000000000e+01	2.200000000000000112e-07
-4.800000000000000000e+01	6.799999999999999481e-07
-4.600000000000000000e+01	1.779999999999999898e-06
-4.400000000000000000e+01	4.040000000000000283e-06
-4.200000000000000000e+01	1.027999999999999983e-05
-4.000000000000000000e+01	2.334000000000000015e-05
-3.800000000000000000e+01	5.164000000000000025e-05
-3.600000000000000000e+01	1.114799999999999965e-04
-3.400000000000000000e+01	2.310000000000000042e-04
-3.200000000000000000e+01	4.566999999999999879e-04
-3.000000000000000000e+01	8.671399999999999681e-04
-2.800000000000000000e+01	1.561899999999999964e-03
-2.600000000000000000e+01	2.713060000000000211e-03
-2.400000000000000000e+01	4.468540000000000012e-03
-2.200000000000000000e+01	7.096419999999999985e-03
-2.000000000000000000e+01	1.085292000000000028e-02
-1.800000000000000000e+01	1.586682000000000023e-02
-1.600000000000000000e+01	2.228518000000000165e-02
-1.400000000000000000e+01	3.006201999999999833e-02
-1.200000000000000000e+01	3.888343999999999828e-02
-1.000000000000000000e+01	4.848879999999999857e-02
-8.000000000000000000e+00	5.789613999999999872e-02
-6.000000000000000000e+00	6.659123999999999599e-02
-4.000000000000000000e+00	7.352013999999999772e-02
-2.000000000000000000e+00	7.803691999999999573e-02
0.000000000000000000e+00	7.959955999999999976e-02
2.000000000000000000e+00	7.807060000000000388e-02
4.000000000000000000e+00	7.354246000000000394e-02
6.000000000000000000e+00	6.663238000000000494e-02
8.000000000000000000e+00	5.795739999999999920e-02
1.000000000000000000e+01	4.843867999999999785e-02
1.200000000000000000e+01	3.893433999999999784e-02
1.400000000000000000e+01	3.003952000000000011e-02
1.600000000000000000e+01	2.234239999999999837e-02
1.800000000000000000e+01	1.589103999999999864e-02
2.000000000000000000e+01	1.085838000000000081e-02
2.200000000000000000e+01	7.096200000000000424e-03
2.400000000000000000e+01	4.477880000000000055e-03
2.600000000000000000e+01	2.711159999999999785e-03
2.800000000000000000e+01	1.566399999999999910e-03
3.000000000000000000e+01	8.637200000000000042e-04
3.200000000000000000e+01	4.583200000000000164e-04
3.400000000000000000e+01	2.321799999999999895e-04
3.600000000000000000e+01	1.119799999999999951e-04
3.800000000000000000e+01	5.220000000000000166e-05
4.000000000000000000e+01	2.419999999999999869e-05
4.200000000000000000e+01	1.054000000000000073e-05
4.400000000000000000e+01	3.719999999999999959e-06
4.600000000000000000e+01	1.799999999999999919e-06
4.800000000000000000e+01	5.600000000000000382e-07
5.000000000000000000e+01	3.399999999999999740e-07
5.200000000000000000e+01	8.000000000000000167e-08
5.400000000000000000e+01	2.000000000000000042e-08
5.600000000000000000e+01	0.000000000000000000e+00
5.800000000000000000e+01	0.000000000000000000e+00
6.000000000000000000e+01	0.000000000000000000e+00
6.200000000000000000e+01	0.000000000000000000e+00
6.400000000000000000e+01	0.000000000000000000e+00
6.600000000000000000e+01	0.000000000000000000e+00
6.800000000000000000e+01	0.000000000000000000e+00
7.000000000000000000e+01	0.000000000000000000e+00
7.200000000000000000e+01	0.000000000000000000e+00
7.400000000000000000e+01	0.000000000000000000e+00
7.600000000000000000e+01	0.000000000000000000e+00
7.800000000000000000e+01	0.000000000000000000e+00
8.000000000000000000e+01	0.000000000000000000e+00
8.200000000000000000e+01	0.000000000000000000e+00
8.400000000000000000e+01	0.000000000000000000e+00
8.600000000000000000e+01	0.000000000000000000e+00
8.800000000000000000e+01	0.000000000000000000e+00
9.000000000000000000e+01	0.000000000000000000e+00
9.200000000000000000e+01	0.000000000000000000e+00
9.400000000000000000e+01	0.000000000000000000e+00
9.600000000000000000e+01	0.000000000000000000e+00
9.800000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+02	0.000000000000000000e+00
